date,event name,501 3DA,max min,url
2023,Slangerup Dart Klub Ranking,52.7,81.3 31.9,https://leaderboard.dartconnect.com/leaderboard#t-t_537-singles_01_501_si_do-all-all-all-all-all
2023,Tukapa Darts Club Summer Tour,42.7,70.0 24.6,https://leaderboard.dartconnect.com/leaderboard#t-t_462-singles_01_501_si_do-all-all-all-all-all
2023,CDC Qualifying School 2022,63.6,88.6 40.7,https://leaderboard.dartconnect.com/leaderboard#t-t_342-singles_01_501_si_do-all-all-all-all-all
2023,Dart Player Northern California,60.3,79.9 38.7,https://leaderboard.dartconnect.com/leaderboard#t-t_483-singles_01_501_si_do-all-all-all-all-all
2023,Dart Players New England,60.3,85.6 28.1,https://leaderboard.dartconnect.com/leaderboard#t-t_414-singles_01_501_si_do-all-all-all-all-all
2023,Dart Players New York,64.8,84.7 39.1,https://leaderboard.dartconnect.com/leaderboard#t-t_399-singles_01_501_si_do-all-all-all-all-all
2023,Dart Players Australia Pro Tour,69.0,99.7 38.1,https://leaderboard.dartconnect.com/leaderboard#t-t_426-singles_01_501_si_do-all-all-all-all-all
2023,Dart Players Australia World Series Qualifiers,68.1,92.7 45.2,https://leaderboard.dartconnect.com/leaderboard#t-t_423-singles_01_501_si_do-all-all-all-all-all
2023,Dart Players New Zealand Pro Tour,65.1,104.7 33.6,https://leaderboard.dartconnect.com/leaderboard#t-t_459-singles_01_501_si_do-all-all-all-all-all
2023,German Club Premier League,52.9,94.0 28.2,https://leaderboard.dartconnect.com/leaderboard#t-t_570-singles_01_501_si_do-all-all-all-all-all
2023,CDLC Tour,48.1,81.1 24.8,https://leaderboard.dartconnect.com/leaderboard#t-t_573-singles_01_501_si_do-all-all-all-all-all
2022,PDC China Premier League,79.1,95.3 59.8,https://leaderboard.dartconnect.com/leaderboard#t-t_292-singles_01_501_si_do-all-all-all-all-all
2022,PDC China Series A League,69.4,88.3 49.0,https://leaderboard.dartconnect.com/leaderboard#t-t_294-singles_01_501_si_do-all-all-all-all-all
2022,Asas Adatas 2022,56.7,85.5 27.1,https://leaderboard.dartconnect.com/leaderboard#t-t_189-singles_01_501_si_do-all-all-all-all-all
2022,Breconshire Superleague Series,53.1,87.3 18.3,https://leaderboard.dartconnect.com/leaderboard#t-t_310-singles_01_501_si_do-all-all-all-all-all
2022,Classic Mótaröðin,"",https://leaderboard.dartconnect.com/leaderboard#t-t_300-singles_01_501_di_do-all-all-all-all-all
2022,Dansk Dart Superliga Junior Cup,57.2,66.6 48.3,https://leaderboard.dartconnect.com/leaderboard#t-t_322-singles_01_501_si_do-all-all-all-all-all
2022,Fife Superleague,60.9,93.8 30.7,https://leaderboard.dartconnect.com/leaderboard#t-t_328-singles_01_501_si_do-all-all-all-all-all
2022,Hungarian Darts Super League,70.3,91.4 53.4,https://leaderboard.dartconnect.com/leaderboard#t-t_211-singles_01_501_si_do-all-all-all-all-all
2022,JDC Scotland - Gibraltar Qualifiers,53.1,73.6 28.3,https://leaderboard.dartconnect.com/leaderboard#t-t_255-singles_01_501_si_do-all-all-all-all-all
2022,JDC Scotland - Ranking Events,51.7,76.0 24.3,https://leaderboard.dartconnect.com/leaderboard#t-t_257-singles_01_501_si_do-all-all-all-all-all
2022,Junior Darts Corporation Foundation Tour,55.6,86.8 30.1,https://leaderboard.dartconnect.com/leaderboard#t-t_215-singles_01_501_si_do-all-all-all-all-all
2022,Junior Darts Corporation Q-School,56.6,85.6 40.0,https://leaderboard.dartconnect.com/leaderboard#t-t_191-singles_01_501_si_do-all-all-all-all-all
2022,Junior Darts Corporation Super 16,61.9,92.5 37.6,https://leaderboard.dartconnect.com/leaderboard#t-t_326-singles_01_501_si_do-all-all-all-all-all
2022,Latvia Darts Organization,50.8,88.1 12.4,https://leaderboard.dartconnect.com/leaderboard#t-t_239-singles_01_301_di_do-all-all-all-all-all
2022,Oranjebar Super Ranking 36,58.6,87.5 23.5,https://leaderboard.dartconnect.com/leaderboard#t-t_231-singles_01_501_si_do-all-all-all-all-all
2022,Oranjebar Super Ranking 37,58.6,97.8 27.7,https://leaderboard.dartconnect.com/leaderboard#t-t_290-singles_01_501_si_do-all-all-all-all-all
2022,Oranjebar Super Ranking 38,58.8,96.7 21.4,https://leaderboard.dartconnect.com/leaderboard#t-t_314-singles_01_501_si_do-all-all-all-all-all
2022,PDC Challenge Tour,81.3,117.0 45.9,https://leaderboard.dartconnect.com/leaderboard#t-t_193-singles_01_501_si_do-all-all-all-all-all
2022,PDC Development Tour,72.9,108.9 34.0,https://leaderboard.dartconnect.com/leaderboard#t-t_213-singles_01_501_si_do-all-all-all-all-all
2022,PDC European Tour Associate Member Qualifiers,79.8,99.2 53.0,https://leaderboard.dartconnect.com/leaderboard#t-t_225-singles_01_501_si_do-all-all-all-all-all
2022,PDC European Tour Host Nation Qualifiers,74.4,101.9 41.8,https://leaderboard.dartconnect.com/leaderboard#t-t_227-singles_01_501_si_do-all-all-all-all-all
2022,PDC European Tour TCH Qualifiers,90.6,143.0 69.9,https://leaderboard.dartconnect.com/leaderboard#t-t_209-singles_01_501_si_do-all-all-all-all-all
2022,PDC Nordic & Baltic Euro Qualifiers,76.2,94.0 52.1,https://leaderboard.dartconnect.com/leaderboard#t-t_235-singles_01_501_si_do-all-all-all-all-all
2022,PDC Nordic & Baltic Pro Tour,72.7,99.2 40.7,https://leaderboard.dartconnect.com/leaderboard#t-t_185-singles_01_501_si_do-all-all-all-all-all
2022,PDC Players Championship Tour,92.0,113.2 70.6,https://leaderboard.dartconnect.com/leaderboard#t-t_201-singles_01_501_si_do-all-all-all-all-all
2022,PDC Qualifying School 2022,80.1,104.8 34.8,https://leaderboard.dartconnect.com/leaderboard#t-t_187-singles_01_501_si_do-all-all-all-all-all
2022,PDC Women's Series,62.1,98.8 28.8,https://leaderboard.dartconnect.com/leaderboard#t-t_243-singles_01_501_si_do-all-all-all-all-all
2022,PFR Sumarmót,50.6,76.5 28.3,https://leaderboard.dartconnect.com/leaderboard#t-t_302-singles_01_501_si_do-all-all-all-all-all
2022,Scottish Development Tour,61.8,86.3 33.3,https://leaderboard.dartconnect.com/leaderboard#t-t_269-singles_01_501_si_do-all-all-all-all-all
2022,SDA 18-30 Q-School Tour,71.3,91.8 54.7,https://leaderboard.dartconnect.com/leaderboard#t-t_288-singles_01_501_si_do-all-all-all-all-all
2022,SDA Mens & Ladies Tour,69.6,98.8 34.9,https://leaderboard.dartconnect.com/leaderboard#t-t_247-singles_01_501_si_do-all-all-all-all-all
2022,SDA Youth GrandPrix,48.6,74.6 17.7,https://leaderboard.dartconnect.com/leaderboard#t-t_237-singles_01_501_si_do-all-all-all-all-all
2022,SDC Tour 2022/23,56.0,94.2 20.0,https://leaderboard.dartconnect.com/leaderboard#t-t_312-singles_01_501_si_do-all-all-all-all-all
2022,Unglingamótaröð ÍPS,37.3,68.3 27.1,https://leaderboard.dartconnect.com/leaderboard#t-t_229-singles_01_501_si_do-all-all-all-all-all
2022,Dansk Dart Superliga,75.5,91.2 60.0,https://leaderboard.dartconnect.com/leaderboard#t-t_261-singles_01_501_si_do-all-all-all-all-all
2022,All Island Dart Tour,52.7,79.3 23.7,https://leaderboard.dartconnect.com/leaderboard#t-t_267-singles_01_501_si_do-all-all-all-all-all
2022,Bear's Thursday Night Knock Outs,56.5,90.0 30.6,https://leaderboard.dartconnect.com/leaderboard#t-t_278-singles_01_501_si_do-all-all-all-all-all
2022,CDC Evolution Tour,66.0,91.6 43.2,https://leaderboard.dartconnect.com/leaderboard#t-t_298-singles_01_501_si_do-all-all-all-all-all
2022,CDC Junior Tour,53.9,76.5 31.9,https://leaderboard.dartconnect.com/leaderboard#t-t_296-singles_01_501_si_do-all-all-all-all-all
2022,CDC Main Events Tour,82.2,100.5 57.3,https://leaderboard.dartconnect.com/leaderboard#t-t_280-singles_01_501_si_do-all-all-all-all-all
2022,CDC Qualifying School,66.2,90.1 38.7,https://leaderboard.dartconnect.com/leaderboard#t-t_183-singles_01_501_si_do-all-all-all-all-all
2022,CDC Summer Series,66.4,91.1 38.7,https://leaderboard.dartconnect.com/leaderboard#t-t_284-singles_01_501_di_do-all-all-all-all-all
2022,Ciswo Summer Tour,65.1,95.5 37.6,https://leaderboard.dartconnect.com/leaderboard#t-t_276-singles_01_501_si_do-all-all-all-all-all
2022,Connecticut Darts Organization,67.1,75.7 54.6,https://leaderboard.dartconnect.com/leaderboard#t-t_245-singles_01_501_di_do-all-all-all-all-all
2022,Dart Madness Tour,46.4,123.6 15.7,https://leaderboard.dartconnect.com/leaderboard#t-t_259-singles_01_501_si_do-all-all-all-all-all
2022,Dart Players Chicago,66.5,89.9 46.1,https://leaderboard.dartconnect.com/leaderboard#t-t_263-singles_01_501_si_do-all-all-all-all-all
2022,Dart Players Colorado,59.3,91.7 32.6,https://leaderboard.dartconnect.com/leaderboard#t-t_199-singles_01_501_si_do-all-all-all-all-all
2022,Dart Players Georgia,59.9,80.6 35.1,https://leaderboard.dartconnect.com/leaderboard#t-t_273-singles_01_501_si_do-all-all-all-all-all
2022,Dart Players North Carolina,65.6,91.4 39.8,https://leaderboard.dartconnect.com/leaderboard#t-t_271-singles_01_501_di_do-all-all-all-all-all
2022,Dart Players Philadelphia,62.0,85.1 40.0,https://leaderboard.dartconnect.com/leaderboard#t-t_275-singles_01_501_si_do-all-all-all-all-all
2022,Dart Players Tidewater,62.8,88.7 43.4,https://leaderboard.dartconnect.com/leaderboard#t-t_330-singles_01_501_si_do-all-all-all-all-all
2022,Eesti Darts Challenge Tour,"",https://leaderboard.dartconnect.com/leaderboard#t-t_282-singles_01_501_si_do-all-all-all-all-all
2022,Junior Darts Corporation Advanced Tour,73.5,98.8 54.1,https://leaderboard.dartconnect.com/leaderboard#t-t_207-singles_01_501_si_do-all-all-all-all-all
2022,Metro Ladies Dart Challenge,42.8,62.3 23.7,https://leaderboard.dartconnect.com/leaderboard#t-t_205-singles_01_501_si_do-all-all-all-all-all
2022,Mr. Connecticut,51.9,86.6 21.1,https://leaderboard.dartconnect.com/leaderboard#t-t_324-singles_01_301_di_do-all-all-all-all-all
2022,Oranjebar Road to PDC Q-School,64.2,91.9 40.0,https://leaderboard.dartconnect.com/leaderboard#t-t_233-singles_01_501_si_do-all-all-all-all-all
2022,Dart Players Los Angeles,63.2,80.7 40.9,https://leaderboard.dartconnect.com/leaderboard#t-t_308-singles_01_501_si_do-all-all-all-all-all
2022,Dart Players New England,65.0,88.0 36.8,https://leaderboard.dartconnect.com/leaderboard#t-t_203-singles_01_501_si_do-all-all-all-all-all
2022,Dart Players New York,62.8,84.9 41.2,https://leaderboard.dartconnect.com/leaderboard#t-t_249-singles_01_501_si_do-all-all-all-all-all
2022,Dart Players Pittsburgh,61.7,84.5 44.1,https://leaderboard.dartconnect.com/leaderboard#t-t_265-singles_01_501_si_do-all-all-all-all-all
2022,Dart Players Pittsburgh Q-School,50.5,78.3 35.3,https://leaderboard.dartconnect.com/leaderboard#t-t_197-singles_01_501_si_do-all-all-all-all-all
2022,Dart Players Texas,61.6,85.5 35.3,https://leaderboard.dartconnect.com/leaderboard#t-t_251-singles_01_501_di_do-all-all-all-all-all
2022,Dart Players Washington D.C.,62.8,83.2 42.3,https://leaderboard.dartconnect.com/leaderboard#t-t_253-singles_01_501_si_do-all-all-all-all-all
2022,Dart Players Australia Satellite Tour,65.8,98.8 26.9,https://leaderboard.dartconnect.com/leaderboard#t-t_241-singles_01_501_si_do-all-all-all-all-all
2022,Dart Players Australia World Series Qualifiers,69.7,96.5 33.8,https://leaderboard.dartconnect.com/leaderboard#t-t_306-singles_01_501_si_do-all-all-all-all-all
2022,DPA Satellite Tour - Weekend 1 - 11-FEB,64.5,98.8 41.0,https://leaderboard.dartconnect.com/leaderboard#t-t_217-singles_01_501_si_do-all-all-all-all-all
2022,DPA Satellite Tour - Weekend 1 - 12-FEB,64.1,97.0 39.5,https://leaderboard.dartconnect.com/leaderboard#t-t_221-singles_01_501_si_do-all-all-all-all-all
2022,DPA Satellite Tour - Weekend 1 - 13-FEB,63.7,88.9 40.7,https://leaderboard.dartconnect.com/leaderboard#t-t_223-singles_01_501_si_do-all-all-all-all-all
2022,DPA Satellite Tour - Weekend 1 - KO Events,76.5,87.4 61.4,https://leaderboard.dartconnect.com/leaderboard#t-t_219-singles_01_501_si_do-all-all-all-all-all
2022,Goldfields Champions League,54.9,90.0 29.7,https://leaderboard.dartconnect.com/leaderboard#t-t_304-singles_01_501_si_do-all-all-all-all-all
2022,Tukapa Darts Club Pre-Xmas,39.4,64.5 19.4,https://leaderboard.dartconnect.com/leaderboard#t-t_338-singles_01_501_si_do-all-all-all-all-all
2021,Denmark PDC Q-School Qualifiers,68.7,83.2 45.9,https://leaderboard.dartconnect.com/leaderboard#t-t_181-singles_01_501_si_do-all-all-all-all-all
2021,Junior Darts Corporation Advanced Tour,70.4,172.2 47.7,https://leaderboard.dartconnect.com/leaderboard#t-t_143-singles_01_501_si_do-all-all-all-all-all
2021,Junior Darts Corporation Foundation Tour,56.9,84.7 31.8,https://leaderboard.dartconnect.com/leaderboard#t-t_142-singles_01_501_si_do-all-all-all-all-all
2021,Junior Darts Corporation Q-School,58.7,78.6 34.5,https://leaderboard.dartconnect.com/leaderboard#t-t_140-singles_01_501_si_do-all-all-all-all-all
2021,MAD Singles Tour,68.9,153.3 39.1,https://leaderboard.dartconnect.com/leaderboard#t-t_141-singles_01_501_si_do-all-all-all-all-all
2021,PDC Challenge Tour,79.6,103.4 44.2,https://leaderboard.dartconnect.com/leaderboard#t-t_148-singles_01_501_si_do-all-all-all-all-all
2021,PDC Development Tour,71.5,125.1 39.0,https://leaderboard.dartconnect.com/leaderboard#t-t_146-singles_01_501_si_do-all-all-all-all-all
2021,PDC ET Associate Member Qualifiers,78.1,101.0 56.0,https://leaderboard.dartconnect.com/leaderboard#t-t_160-singles_01_501_si_do-all-all-all-all-all
2021,PDC European Tour UK Qualifiers,89.3,104.3 77.0,https://leaderboard.dartconnect.com/leaderboard#t-t_164-singles_01_501_si_do-all-all-all-all-all
2021,PDC Nordic & Baltic Pro Tour,68.5,95.0 34.6,https://leaderboard.dartconnect.com/leaderboard#t-t_168-singles_01_501_si_do-all-all-all-all-all
2021,PDC Players Championship Tour,92.2,112.3 60.0,https://leaderboard.dartconnect.com/leaderboard#t-t_133-singles_01_501_si_do-all-all-all-all-all
2021,PDC Qualifying School 2021,79.5,105.8 43.0,https://leaderboard.dartconnect.com/leaderboard#t-t_125-singles_01_501_si_do-all-all-all-all-all
2021,PDC UK Associate Member Qualifiers,77.5,94.8 49.4,https://leaderboard.dartconnect.com/leaderboard#t-t_170-singles_01_501_si_do-all-all-all-all-all
2021,PDC Women's Series,63.6,95.8 34.5,https://leaderboard.dartconnect.com/leaderboard#t-t_176-singles_01_501_si_do-all-all-all-all-all
2021,SDA Ciswo Summer Season,62.9,85.8 42.4,https://leaderboard.dartconnect.com/leaderboard#t-t_150-singles_01_501_si_do-all-all-all-all-all
2021,Super Surrey 5's,65.9,95.8 38.6,https://leaderboard.dartconnect.com/leaderboard#t-t_179-singles_01_501_si_do-all-all-all-all-all
2021,TippmixPro Superleague,70.9,87.5 50.0,https://leaderboard.dartconnect.com/leaderboard#t-t_152-singles_01_501_si_do-all-all-all-all-all
2021,CDC 2021 Cyber Series,80.0,98.9 63.9,https://leaderboard.dartconnect.com/leaderboard#t-t_138-singles_01_501_si_do-all-all-all-all-all
2021,CDC Event Qualifier Tour,62.7,87.0 37.1,https://leaderboard.dartconnect.com/leaderboard#t-t_166-singles_01_501_si_do-all-all-all-all-all
2021,CDC Evolution Tour,65.7,90.2 40.8,https://leaderboard.dartconnect.com/leaderboard#t-t_154-singles_01_501_si_do-all-all-all-all-all
2021,CDC Junior Tour,51.3,76.0 30.7,https://leaderboard.dartconnect.com/leaderboard#t-t_156-singles_01_501_si_do-all-all-all-all-all
2021,CDC Main Events Tour,78.1,98.6 52.6,https://leaderboard.dartconnect.com/leaderboard#t-t_162-singles_01_501_si_do-all-all-all-all-all
2021,CDC Qualifying School,71.5,97.5 30.0,https://leaderboard.dartconnect.com/leaderboard#t-t_131-singles_01_501_si_do-all-all-all-all-all
2021,Dart Players Colorado,58.5,79.2 38.8,https://leaderboard.dartconnect.com/leaderboard#t-t_158-singles_01_501_si_do-all-all-all-all-all
2021,Mr Connecticut,51.8,96.9 28.4,https://leaderboard.dartconnect.com/leaderboard#t-t_174-singles_01_301_di_do-all-all-all-all-all
2021,Dart Madness Tour,48.5,87.5 15.6,https://leaderboard.dartconnect.com/leaderboard#t-t_137-singles_01_501_si_do-all-all-all-all-all
2021,Dart Players Chicago,67.5,83.0 49.2,https://leaderboard.dartconnect.com/leaderboard#t-t_139-singles_01_501_si_do-all-all-all-all-all
2021,Dart Players Los Angeles,64.4,86.1 33.6,https://leaderboard.dartconnect.com/leaderboard#t-t_144-singles_01_501_si_do-all-all-all-all-all
2021,Dart Players New England,66.1,88.5 47.5,https://leaderboard.dartconnect.com/leaderboard#t-t_172-singles_01_501_si_do-all-all-all-all-all
2021,Dart Players New York,64.6,87.2 40.6,https://leaderboard.dartconnect.com/leaderboard#t-t_132-singles_01_501_si_do-all-all-all-all-all
2021,Dart Players Pittsburgh,61.3,80.3 35.9,https://leaderboard.dartconnect.com/leaderboard#t-t_134-singles_01_501_si_do-all-all-all-all-all
2021,Dart Players Tennessee,63.8,85.3 34.8,https://leaderboard.dartconnect.com/leaderboard#t-t_130-singles_01_501_si_do-all-all-all-all-all
2021,Dart Players Texas,62.3,91.4 27.0,https://leaderboard.dartconnect.com/leaderboard#t-t_124-singles_01_501_si_do-all-all-all-all-all
2021,Dart Players Australia - ACT Bubble,61.9,81.0 43.3,https://leaderboard.dartconnect.com/leaderboard#t-t_135-singles_01_501_si_do-all-all-all-all-all
2021,Dart Players Australia - NSW Bubble,58.5,89.3 30.2,https://leaderboard.dartconnect.com/leaderboard#t-t_128-singles_01_501_si_do-all-all-all-all-all
2021,Dart Players Australia - Queensland Bubble,63.2,102.2 28.1,https://leaderboard.dartconnect.com/leaderboard#t-t_126-singles_01_501_si_do-all-all-all-all-all
2021,Dart Players Australia - SA Bubble,64.0,87.0 40.7,https://leaderboard.dartconnect.com/leaderboard#t-t_136-singles_01_501_si_do-all-all-all-all-all
2021,Dart Players Australia - Victoria Bubble,65.9,97.5 34.2,https://leaderboard.dartconnect.com/leaderboard#t-t_129-singles_01_501_si_do-all-all-all-all-all
2021,Dart Players Australia - WA Bubble,68.4,95.6 45.1,https://leaderboard.dartconnect.com/leaderboard#t-t_127-singles_01_501_si_do-all-all-all-all-all
2021,Dart Players Australia Satellite Tour,63.1,87.0 40.7,https://leaderboard.dartconnect.com/leaderboard/#t-a_dpasat21-all_01-all-all-all-all-tournament
2021,WDF DartConnect Events 2021,65.9,140.9 24.7,https://leaderboard.dartconnect.com/leaderboard#t-t_177-singles_01_501_si_do-all-all-all-all-all
2020,Junior Darts Corporation Tour,62.1,92.6 35.4,https://leaderboard.dartconnect.com/leaderboard#t-t_112-singles_01_501_si_do-all-all-all-all-all
2020,PDC Autumn Series 2020,90.8,109.2 30.6,https://leaderboard.dartconnect.com/leaderboard/#t-a_pdcautumnseries20-all_01-all-all-all-all-tournament
2020,PDC Challenge Tour,81.2,104.9 46.5,https://leaderboard.dartconnect.com/leaderboard#t-t_85-singles_01_501_si_do-all-all-all-all-all
2020,PDC Development Tour,73.2,103.2 35.1,https://leaderboard.dartconnect.com/leaderboard#t-t_88-singles_01_501_si_do-all-all-all-all-all
2020,PDC European Tour - Card Holder Qualifiers,84.6,104.9 50.0,https://leaderboard.dartconnect.com/leaderboard#t-t_91-singles_01_501_si_do-all-all-all-all-all
2020,PDC Nordic & Baltic Euro Qualifier,76.3,94.7 52.1,https://leaderboard.dartconnect.com/leaderboard#t-t_80-singles_01_501_si_do-all-all-all-all-all
2020,PDC Nordic & Baltic Pro Tour,72.8,96.6 52.4,https://leaderboard.dartconnect.com/leaderboard#t-t_108-singles_01_501_si_do-all-all-all-all-all
2020,PDC Players Championship Tour,91.9,162.8 30.6,https://leaderboard.dartconnect.com/leaderboard#t-t_106-singles_01_501_si_do-all-all-all-all-all
2020,PDC Qualifying School 2020,78.1,103.8 41.4,https://leaderboard.dartconnect.com/leaderboard#t-t_84-singles_01_501_si_do-all-all-all-all-all
2020,PDC Women's Series,63.6,92.0 38.2,https://leaderboard.dartconnect.com/leaderboard#t-t_121-singles_01_501_si_do-all-all-all-all-all
2020,Scottish Youth U18 Tour,46.3,75.2 19.6,https://leaderboard.dartconnect.com/leaderboard#t-t_113-singles_01_501_si_do-all-all-all-all-all
2020,Stigamót 2020,52.6,76.2 26.1,https://leaderboard.dartconnect.com/leaderboard#t-t_105-singles_01_501_si_do-all-all-all-all-all
2020,The Manhattan Masters,53.9,78.7 40.6,https://leaderboard.dartconnect.com/leaderboard#t-t_109-singles_01_501_si_do-all-all-all-all-all
2020,CDC 2020 Cyber Series,81.7,91.8 62.9,https://leaderboard.dartconnect.com/leaderboard#t-t_120-singles_01_501_si_do-all-all-all-all-all
2020,CDC Canadian Series,82.8,95.5 66.2,https://leaderboard.dartconnect.com/leaderboard#t-t_122-singles_01_501_si_do-all-all-all-all-all
2020,CDC Qualifying School,65.2,90.4 42.2,https://leaderboard.dartconnect.com/leaderboard#t-t_74-singles_01_501_si_do-all-all-all-all-all
2020,CDC USA & Canada Tour Events,80.5,97.3 55.9,https://leaderboard.dartconnect.com/leaderboard/#t-a_cdc2020usca-all_01-all-all-all-all-tournament
2020,CDC USA Series,79.3,97.3 55.9,https://leaderboard.dartconnect.com/leaderboard#t-t_123-singles_01_501_si_do-all-all-all-all-all
2020,Mr Connecticut,51.8,79.4 31.6,https://leaderboard.dartconnect.com/leaderboard#t-t_81-singles_01_301_di_do-all-all-all-all-all
2020,Dart Madness Tour,52.8,85.1 16.1,https://leaderboard.dartconnect.com/leaderboard#t-t_107-singles_01_501_si_do-all-all-all-all-all
2020,Dart Players Colorado,63.5,100.0 42.3,https://leaderboard.dartconnect.com/leaderboard#t-t_89-singles_01_501_si_do-all-all-all-all-all
2020,Dart Players Los Angeles,64.7,84.5 44.3,https://leaderboard.dartconnect.com/leaderboard#t-t_95-singles_01_501_si_do-all-all-all-all-all
2020,Dart Players New England,62.4,81.2 40.9,https://leaderboard.dartconnect.com/leaderboard#t-t_87-singles_01_501_si_do-all-all-all-all-all
2020,Dart Players New York,63.2,87.5 40.3,https://leaderboard.dartconnect.com/leaderboard#t-t_51-singles_01_501_si_do-all-all-all-all-all
2020,Dart Players New York,63.4,82.8 36.3,https://leaderboard.dartconnect.com/leaderboard#t-t_86-singles_01_501_si_do-all-all-all-all-all
2020,Dart Players Ohio,66.3,85.6 50.0,https://leaderboard.dartconnect.com/leaderboard#t-t_110-singles_01_501_si_do-all-all-all-all-all
2020,Dart Players Pittsburgh,61.5,80.2 43.2,https://leaderboard.dartconnect.com/leaderboard#t-t_94-singles_01_501_si_do-all-all-all-all-all
2020,Dart Players Texas,62.8,87.8 44.8,https://leaderboard.dartconnect.com/leaderboard#t-t_102-singles_01_501_si_do-all-all-all-all-all
2020,Dart Players Australia,46.2,66.5 24.8,https://leaderboard.dartconnect.com/leaderboard#t-t_111-singles_01_501_si_do-all-all-all-all-all
2020,Dart Players Australia,68.9,101.4 40.9,https://leaderboard.dartconnect.com/leaderboard#t-t_93-singles_01_501_si_do-all-all-all-all-all
2020,Dart Players Australia,56.3,82.6 33.6,https://leaderboard.dartconnect.com/leaderboard#t-t_104-singles_01_501_si_do-all-all-all-all-all
2020,PDC Home Tour,90.4,107.8 74.5,https://leaderboard.dartconnect.com/leaderboard#t-t_119-singles_01_501_si_do-all-all-all-all-all
2019,PDC Asian Tour,70.3,103.1 37.4,https://leaderboard.dartconnect.com/leaderboard#t-t_45-singles_01_501_si_do-all-all-all-all-all
2019,Baltic Professional Darts League,64.9,79.5 37.3,https://leaderboard.dartconnect.com/leaderboard#t-t_77-singles_01_501_si_do-all-all-all-all-all
2019,Junior Darts Corporation Super 16,65.4,93.5 30.7,https://leaderboard.dartconnect.com/leaderboard#t-t_82-singles_01_501_si_do-all-all-all-all-all
2019,Junior Darts Corporation Tour,62.8,102.6 35.4,https://leaderboard.dartconnect.com/leaderboard#t-t_47-singles_01_501_si_do-all-all-all-all-all
2019,PDC Challenge Tour,81.2,107.3 43.4,https://leaderboard.dartconnect.com/leaderboard#t-t_48-singles_01_501_si_do-all-all-all-all-all
2019,PDC Development Tour,73.9,144.2 42.5,https://leaderboard.dartconnect.com/leaderboard#t-t_49-singles_01_501_si_do-all-all-all-all-all
2019,PDC European Tour Euro Qualifiers,79.2,105.0 36.8,https://leaderboard.dartconnect.com/leaderboard#t-t_61-singles_01_501_si_do-all-all-all-all-all
2019,PDC European Tour Nordic & Baltic Qualifiers,75.2,96.3 49.5,https://leaderboard.dartconnect.com/leaderboard#t-t_57-singles_01_501_si_do-all-all-all-all-all
2019,PDC European Tour UK Qualifiers,89.4,108.0 68.3,https://leaderboard.dartconnect.com/leaderboard#t-t_60-singles_01_501_si_do-all-all-all-all-all
2019,PDC Nordic & Baltic Pro Tour,74.4,99.2 35.7,https://leaderboard.dartconnect.com/leaderboard#t-t_55-singles_01_501_si_do-all-all-all-all-all
2019,PDC Players Championship Tour,91.5,115.2 67.0,https://leaderboard.dartconnect.com/leaderboard#t-t_50-singles_01_501_si_do-all-all-all-all-all
2019,PDC Pro Tour Qualifying School,78.0,105.5 45.3,https://leaderboard.dartconnect.com/leaderboard#t-t_46-singles_01_501_si_do-all-all-all-all-all
2019,PFR Platti & Skjöldur,48.9,81.9 30.1,https://leaderboard.dartconnect.com/leaderboard#t-t_62-singles_01_301_si_do-all-all-all-all-all
2019,CDC Event Qualifiers Tour,62.5,97.4 38.2,https://leaderboard.dartconnect.com/leaderboard#t-t_67-singles_01_501_si_do-all-all-all-all-all
2019,CDC Evolution Tour,60.7,80.8 34.9,https://leaderboard.dartconnect.com/leaderboard#t-t_70-singles_01_501_si_do-all-all-all-all-all
2019,CDC Junior Tour,53.9,77.8 29.1,https://leaderboard.dartconnect.com/leaderboard#t-t_71-singles_01_501_si_do-all-all-all-all-all
2019,CDC Main Events Tour,78.0,100.6 44.0,https://leaderboard.dartconnect.com/leaderboard#t-t_68-singles_01_501_si_do-all-all-all-all-all
2019,CDC Qualifying School,66.0,91.8 44.5,https://leaderboard.dartconnect.com/leaderboard#t-t_42-singles_01_501_si_do-all-all-all-all-all
2019,North America WS Qualifiers,70.5,110.6 39.5,https://leaderboard.dartconnect.com/leaderboard#t-t_76-singles_01_501_si_do-all-all-all-all-all
2019,PDC North American Power Index,"",https://leaderboard.dartconnect.com/leaderboard/#t-a_napowerindex2019-singles_01_501_si_do-all-all-all-3-tournament
2019,ScotDarts,57.0,85.7 29.1,https://leaderboard.dartconnect.com/leaderboard#t-t_79-singles_01_501_si_do-all-all-all-all-all
2019,Team Elite 1,"",https://leaderboard.dartconnect.com/leaderboard/#t-a_elite2019-all_01-all-all-all-all-tournament
2019,Dart Madness Tour,58.0,83.1 31.1,https://leaderboard.dartconnect.com/leaderboard#t-t_66-singles_01_501_si_do-all-all-all-all-all
2019,Dart Player Northern California,61.8,74.5 38.0,https://leaderboard.dartconnect.com/leaderboard#t-t_64-singles_01_501_si_do-all-all-all-all-all
2019,Dart Players Chicago,64.6,84.4 36.1,https://leaderboard.dartconnect.com/leaderboard#t-t_69-singles_01_501_si_do-all-all-all-all-all
2019,Dart Players Colorado,60.9,85.5 16.6,https://leaderboard.dartconnect.com/leaderboard#t-t_53-singles_01_501_si_do-all-all-all-all-all
2019,Dart Players Los Angeles,65.4,88.1 40.8,https://leaderboard.dartconnect.com/leaderboard#t-t_52-singles_01_501_si_do-all-all-all-all-all
